blocks,delta_cp_deg,dm21,dm31,dm32,eps,g_diag,g_off,jarlskog,label,m_light,ok_3d,phase12_pi,phase23_pi,score,theta12,theta13,theta23,theta_e_deg,ue3,um3,ut3
"[[0], [1], [2]]",-168.4868331301162,-7.949978769066774e-14,-7.725913582357571e-14,2.2406518670920326e-15,0.04,0.625,1.0,-1.6775809482285897e-05,split,"[2.868711002256912e-07, 5.2870033611024154e-08, 7.096402131448623e-08]",False,0.088,0.016,2838.633269723651,5.072720467351194,0.7534242645273788,85.82629054136294,-5.729577951308233,0.013149355118208023,0.9972617508319822,0.07277427284078583
"[[0], [1], [2]]",112.04562203332642,-6.400425537160751e-14,-6.193590670664206e-14,2.0683486649654487e-15,0.04,0.65,1.0,1.8841457540722975e-05,split,"[2.5923833212952814e-07, 5.6570818216568404e-08, 7.258516472845864e-08]",False,0.088,0.016,2852.5208133926035,6.534389281320962,0.1586956524388505,86.27015943240434,5.729577951308233,0.002769758102252066,0.9978780458003442,0.06505178052706427
"[[0], [1], [2]]",85.55127535661283,-5.083827108536947e-14,-4.8954658869065015e-14,1.8836122163044575e-15,0.04,0.675,1.0,1.484467287773309e-05,split,"[2.333662070227704e-07, 6.017902869625814e-08, 7.419654783835646e-08]",False,0.088,0.016,2902.2579141140213,6.755567474607198,0.1390767607056072,86.98581661878711,5.729577951308233,0.0024273450036604804,0.9986136066331224,0.0525830071736165
"[[0], [1], [2]]",51.447509991019395,-3.974040466536512e-14,-3.80509322713177e-14,1.6894723940474234e-15,0.04,0.7,1.0,1.0242550751737234e-05,split,"[2.09273823260084e-07, 6.36798903620896e-08, 7.579314501045049e-08]",False,0.088,0.016,2960.7570883616563,7.036922743094361,0.1673159131743265,87.8845459397539,5.729577951308233,0.0029202094254494747,0.9993142128166312,0.0369130930645016
"[[0], [1], [2]]",31.549697183645662,-3.0456877978519864e-14,-2.896770475938455e-14,1.4891732191353137e-15,0.04,0.725,1.0,5.509864141016292e-06,split,"[1.86959228670322e-07, 6.705874444456808e-08, 7.736955748624393e-08]",False,0.088,0.016,3024.9142768388006,7.4081847131823935,0.2581699044798948,88.95250890312867,5.729577951308233,0.0045058996152821645,0.9998227358910112,0.01828096452791125
"[[0, 1], [2]]",-170.69000985283537,-2.2747460358113414e-14,-2.1461011967762043e-14,1.2864483903513734e-15,0.04,0.75,1.0,-1.5348860415557281e-06,1⊕2,"[1.664026738162603e-07, 7.030213008926052e-08, 7.892298705344776e-08]",False,0.088,0.016,3027.4948974249455,7.916647637622845,0.44263897925753437,89.484136687852,5.729577951308233,0.007725430738426756,0.9999296282722573,0.009003122969905413
"[[0, 1], [2]]",-173.76919732433288,-1.6391092367726652e-14,-1.5304781527345203e-14,1.0863108403814481e-15,0.04,0.775,1.0,-9.98930107701826e-06,1⊕2,"[1.475711648925935e-07, 7.33904376607087e-08, 8.045164498263424e-08]",False,0.088,0.016,2773.2122807560145,8.65287969352694,0.7639034986257929,87.33634215446428,5.729577951308233,0.013332236222713309,0.9988307710009117,0.04646872474069711
"[[0, 1], [2]]",-176.96043361753533,-1.119058374630697e-14,-1.0293775983848737e-14,8.968077624582334e-16,0.04,0.8,1.0,-2.039860266281735e-05,1⊕2,"[1.3042691916155296e-07, 7.629284039585432e-08, 8.195977829475586e-08]",False,0.088,0.016,2420.5816514618746,9.810805078609114,1.338861635724528,84.34192105568286,5.729577951308233,0.02336541721963707,0.9948562934251575,0.09856476404126181
"[[0, 1], [2]]",-178.6441304856849,-6.981780564000224e-15,-6.248184978782755e-15,7.335955852174692e-16,0.04,0.825,1.0,-3.670082163062324e-05,1⊕2,"[1.1495113086726e-07, 7.894290293409352e-08, 8.346003539946038e-08]",False,0.088,0.016,1899.1889061368597,11.89415755834164,2.556550284080422,79.89337960413602,5.729577951308233,0.044605415215051465,0.9835030377395089,0.17530582332213493
"[[0, 1, 2]]",-179.4983817744256,-3.670288466789793e-15,-3.036354739071636e-15,6.339337277181573e-16,0.04,0.85,1.0,-5.9579064328186285e-05,3D,"[1.0126062110229764e-07, 8.11383073475981e-08, 8.495503897327956e-08]",True,0.088,0.016,1208.6300201191361,16.821340216918802,5.573875862497385,74.64512600989455,5.729577951308233,0.09712911349537863,0.9597448231672743,0.26354470155026716
"[[0, 1, 2]]",-179.85569222550112,-1.5981300356622517e-15,-8.364165891467847e-16,7.61713446515467e-16,0.04,0.875,1.0,-3.789453073154275e-05,3D,"[9.086174137550181e-08, 8.159488960790576e-08, 8.6136168109812e-08]",True,0.088,0.016,1672.0015223791293,38.796786230267564,14.840316103181513,82.53967168687234,5.729577951308233,0.25612599870252,0.9584607689983614,0.1255086733246212
"[[0, 1, 2]]",-179.83332612970344,2.4728602594394793e-15,1.916841705753858e-15,-5.560185536856214e-16,0.04,0.9,1.0,-3.2537039234214656e-05,3D,"[7.468409195736904e-08, 8.972499011388207e-08, 8.65710996652498e-08]",True,0.088,0.016,878.0486113817724,11.048122199779,9.007912546144746,64.42791327739411,5.687655938394132,0.15657086329056333,0.8909177812078742,0.4263227320893016
"[[0, 1], [2]]",-179.84607501392657,4.126514884332321e-15,3.4233930386947776e-15,-7.031218456375431e-16,0.04,0.925,1.0,-6.72741628848153e-06,1⊕2,"[6.523727573094808e-08, 9.155554067956821e-08, 8.7631587817924e-08]",False,0.088,0.016,1299.156958060359,5.259871048039842,4.082481560917666,64.61739696144011,3.6078771027942618,0.07119246904563017,0.9011730345461428,0.4275731448045862
"[[0], [1], [2]]",179.90476965512528,5.5778949290235104e-15,4.687188056741239e-15,-8.907068722822712e-16,0.04,0.95,1.0,1.3987545262121511e-06,split,"[5.6463556372087756e-08, 9.362706941481957e-08, 8.874300679448027e-08]",False,0.088,0.016,1654.4135513578244,3.270646311892827,2.420481327654708,67.74899759469815,2.988011546642808,0.04223280408991798,0.9247081153189718,0.37832696404292754
"[[0], [1], [2]]",179.3784833888867,6.7958483068359685e-15,5.697880451372375e-15,-1.0979678554635934e-15,0.04,0.975,1.0,4.128899915567029e-06,split,"[4.8621884847160306e-08, 9.570755452380176e-08, 8.978846327598492e-08]",False,0.088,0.016,1888.8274673229748,2.3022113966593523,1.709203544486925,70.23601705018132,2.630488689080865,0.029826805155219297,0.9406748095886976,0.33799595308154223
"[[0], [1], [2]]",178.52586757882847,7.81434530094322e-15,6.498406379894596e-15,-1.3159389210486234e-15,0.04,1.0,1.0,5.393003454058746e-06,split,"[4.169365855391233e-08, 9.773794792481294e-08, 9.075663911530012e-08]",False,0.088,0.016,2049.443156852366,1.7505128772685465,1.3426528335139105,72.05066717016422,2.374007093933965,0.023431567987780975,0.951068216851902,0.3080912340781174
"[[0], [1], [2]]",177.401346164422,8.671359544368157e-15,7.131385255778846e-15,-1.5399742885893105e-15,0.04,1.025,1.0,5.919972892207093e-06,split,"[3.561389916199691e-08, 9.969809104435772e-08, 9.165006857225875e-08]",False,0.088,0.016,2173.691697683934,1.4042859196241426,1.124369154931858,73.54217298981223,2.17758200017859,0.01962268425827406,0.9588438721285011,0.28325497196717064
"[[0], [1], [2]]",176.07997392600862,9.40001529413197e-15,7.632561369964783e-15,-1.767453924167187e-15,0.04,1.05,1.0,6.128057919245273e-06,split,"[3.030736118472813e-08, 1.0158027089998104e-07, 9.247214451901907e-08]",False,0.088,0.016,2263.5239269481845,1.168319768228229,0.9849359682661661,74.6092471221502,2.0223275145551396,0.01718952892825547,0.9639957982409848,0.26536130288523835
"[[0], [1], [2]]",174.44714136044323,1.0027489714433755e-14,8.030709772427568e-15,-1.996779942006187e-15,0.04,1.075,1.0,6.326641132817511e-06,split,"[2.5697959565583374e-08, 1.0338217854286159e-07, 9.322604195321137e-08]",False,0.088,0.016,2338.895480950024,0.9988965628376753,0.8887179215418611,75.53327282233325,1.8966077393430865,0.015510431885243673,0.9681763980662291,0.24978768730711304
"[[0], [1], [2]]",172.70112447161583,1.0575342376224955e-14,8.348476361893957e-15,-2.2268660143309976e-15,0.04,1.1,1.0,6.357384028905896e-06,split,"[2.1712260568434788e-08, 1.0510359002059142e-07, 9.391431531393691e-08]",False,0.088,0.016,2397.3852638447347,0.8742525309567043,0.8134097027589454,76.23579812782486,1.7926159307764022,0.014196200605848976,0.9711852476069052,0.23790267488843694
"[[0], [1], [2]]",170.7187053238192,1.106080018496134e-14,8.603857132189169e-15,-2.456943052772172e-15,0.04,1.125,1.0,6.403681995290156e-06,split,"[1.8280821291327694e-08, 1.06747311966376e-07, 9.454123734791411e-08]",False,0.088,0.016,2448.96748121057,0.7783103827656147,0.7573095493655787,76.8707716677924,1.7049496824404502,0.013217160238024574,0.9737751516238543,0.22712829140197882
"[[0], [1], [2]]",-136.84677436993482,9.032558398164678e-15,1.1724619822158813e-14,2.6920614239941356e-15,0.04,1.15,1.0,-4.898595942021344e-05,split,"[4.853133229236285e-10, 9.504101181693135e-08, 1.0828137121028816e-07]",False,0.088,0.016,2440.020397454838,1.5327422034619362,0.7230714179578559,12.56202449806296,1.620981195030991,0.01261964198880873,0.21747903887538753,0.9759834077923211
"[[0], [1], [2]]",-169.38845413822025,-1.425316186924863e-13,-1.3990450090927436e-13,2.627117783211936e-15,0.045,0.55,1.0,-2.461759123013292e-05,split,"[3.7978510101721394e-07, 4.129290813407439e-08, 6.581961748127258e-08]",False,0.088,0.016,2711.971375219737,5.412383860565092,0.8759893099800637,84.63209143123949,-5.729577951308233,0.01528830204741607,0.9954981582377207,0.09353974965656743
"[[0], [1], [2]]",-169.2171666599276,-1.185329888633608e-13,-1.1602594311101006e-13,2.5070457523507266e-15,0.045,0.575,1.0,-2.2956113662788584e-05,split,"[3.472321383474998e-07, 4.5135009006495975e-08, 6.74107913495102e-08]",False,0.088,0.016,2736.6968335186957,5.316858535471505,0.8522056810397132,84.84801247425644,-5.729577951308233,0.01487324662334545,0.9958498308815863,0.08978808867548906
"[[0], [1], [2]]",-168.71084441961418,-9.760669925817443e-14,-9.523999315603233e-14,2.3667061021420982e-15,0.045,0.6,1.0,-2.0620764432593664e-05,split,"[3.162322827778311e-07, 4.895056090285064e-08, 6.901350240964291e-08]",False,0.088,0.016,2778.9172523353536,5.203961951414389,0.8091165164422326,85.24566433756345,-5.729577951308233,0.014121277880243166,0.9964598662802403,0.08287535462243559
"[[0], [1], [2]]",-168.3953572790498,-7.952203748281942e-14,-7.731351947210217e-14,2.208518010717242e-15,0.045,0.625,1.0,-1.724259332358721e-05,split,"[2.8688166793102097e-07, 5.271673275218383e-08, 7.062274366507161e-08]",False,0.088,0.016,2832.5789934173545,5.066490820275613,0.755646820676005,85.75031276159737,-5.729577951308233,0.01318814267718143,0.997163861395698,0.07409660194062825
"[[0], [1], [2]]",114.54157157881795,-6.402801214080535e-14,-6.199298236105726e-14,2.035029779748088e-15,0.045,0.65,1.0,2.0133794406441323e-05,split,"[2.5924889722940714e-07, 5.640902918734155e-08, 7.222886094634498e-08]",False,0.088,0.016,2848.273885850219,6.539662729636945,0.171160958291535,86.23741264951514,5.729577951308233,0.00298731782986698,0.997840078272418,0.06562205517566662
"[[0], [1], [2]]",103.07749433307355,-5.086356067610749e-14,-4.901446370481604e-14,1.849096971291451e-15,0.045,0.675,1.0,1.8056262172732452e-05,split,"[2.3337672350647188e-07, 6.00094525763128e-08, 7.382568231855488e-08]",False,0.088,0.016,2874.4897274826344,6.76064693321225,0.1570963189600433,86.67899783178277,5.729577951308233,0.00274184457320484,0.998316896497251,0.05792975450002668
"[[0], [1], [2]]",52.78009586124376,-3.976678171734046e-14,-3.811301868815722e-14,1.6537630291832408e-15,0.045,0.7,1.0,1.0338787638518404e-05,split,"[2.0928430055079287e-07, 6.350698181849097e-08, 7.541153604639931e-08]",False,0.088,0.016,2961.320517697407,7.044775862178178,0.16649704340677665,87.89497459644173,5.729577951308233,0.0029059175125013452,0.9993209565829947,0.036731204410682824
"[[0], [1], [2]]",31.920942027790673,-3.0484735496210365e-14,-2.903246339384659e-14,1.4522721023637742e-15,0.045,0.725,1.0,5.523555455537085e-06,split,"[1.8696965897778457e-07, 6.687987651049223e-08, 7.697525566324846e-08]",False,0.088,0.016,3023.9690542725316,7.416954057601808,0.2530700314830686,88.94113037271345,5.729577951308233,0.004416890925913208,0.9998194827457693,0.018479529120922735
"[[0, 1], [2]]",-179.80064123763609,-2.2777073708083024e-14,-2.1528642539319114e-14,1.2484311687639112e-15,0.045,0.75,1.0,-2.710645688297012e-08,1⊕2,"[1.6641304820035118e-07, 7.011582491313484e-08, 7.851534927651594e-08]",False,0.088,0.016,3035.40658315479,7.926267441858674,0.4289657445274696,89.56344609527463,5.729577951308233,0.0074867946767551334,0.9999429476248343,0.007619015738705106
"[[0, 1], [2]]",-174.00696007509856,-1.6422344346138185e-14,-1.5374815949485042e-14,1.0475283966531426e-15,0.045,0.775,1.0,-9.807679041156808e-06,1⊕2,"[1.4758149448594208e-07, 7.319804074267267e-08, 8.00342524499299e-08]",False,0.088,0.016,2769.0241577203506,8.661154166015038,0.7671480839688904,87.29529819840312,5.729577951308233,0.013388859865347786,0.9987964710040969,0.047184191645814624
"[[0, 1], [2]]",-177.0538431782115,-1.1223920698425256e-14,-1.03659020067819e-14,8.580186916433558e-16,0.045,0.8,1.0,-2.188136518286337e-05,1⊕2,"[1.3043716627623636e-07, 7.60916135178462e-08, 8.153497617214731e-08]",False,0.088,0.016,2388.194352510658,9.811010533299738,1.3967600989819695,83.99274211979522,5.729577951308233,0.02437564805325779,0.9942131477554509,0.10462334640118463
"[[0, 1], [2]]",-178.71003324315996,-7.017949085115316e-15,-6.321458616799152e-15,6.964904683161641e-16,0.045,0.825,1.0,-3.977089302978399e-05,1⊕2,"[1.1496086955688791e-07, 7.872771077683182e-08, 8.303338432508123e-08]",False,0.088,0.016,1834.826280753577,11.856490678446063,2.7196041916791853,79.10614545343103,5.729577951308233,0.04744822579972643,0.980872984867609,0.18877725876112741
"[[0, 1, 2]]",-179.5168251210157,-3.7092555947885985e-15,-3.108682736504787e-15,6.005728582838115e-16,0.045,0.85,1.0,-6.507608728937542e-05,3D,"[1.0126634003883887e-07, 8.090498149108708e-08, 8.453513404707509e-08]",True,0.088,0.016,1126.3767365329072,16.632334836877835,5.942307563708304,73.33446959084984,5.729577951308233,0.10352700350907537,0.9528475499124872,0.2852432403584738
"[[0, 1, 2]]",-179.84304480908966,-1.6174494256258171e-15,-8.992156800052195e-16,7.182337456205976e-16,0.045,0.875,1.0,-5.0521926815548434e-05,3D,"[9.080559548447982e-08, 8.141379947935831e-08, 8.571137900702428e-08]",True,0.088,0.016,1585.7826722479094,37.92671849777906,15.315817740964826,80.98163759906748,5.729577951308233,0.2641393268741146,0.9525617255904203,0.15118391097828598
"[[0, 1, 2]]",-179.83930508568346,2.4386793922766973e-15,1.8465995323984927e-15,-5.920798598782046e-16,0.045,0.9,1.0,-3.090252521726639e-05,3D,"[7.465510193291994e-08, 8.951013147622655e-08, 8.613932770235184e-08]",True,0.088,0.016,930.1707934663175,11.54821074875941,8.98776044499533,66.25483359166724,5.729577951308233,0.15622347096193503,0.904106598999108,0.3977253886375267
"[[0, 1], [2]]",-179.83530737189594,4.085942357461539e-15,3.3446396554920842e-15,-7.413027019694551e-16,0.045,0.925,1.0,-6.774455461822136e-06,1⊕2,"[6.523077741733857e-08, 9.132905715013106e-08, 8.717622369638668e-08]",False,0.088,0.016,1354.7377074283288,5.266597440617035,3.9813362383391175,65.86281472381798,3.8120674507659644,0.06943151945341564,0.9103666919153656,0.40793596354999645
"[[0], [1], [2]]",179.92097311791963,5.536251685457921e-15,4.6031104118952485e-15,-9.331412735626723e-16,0.045,0.95,1.0,1.1065776175118075e-06,split,"[5.646230594460976e-08, 9.340365987497833e-08, 8.826722157447782e-08]",False,0.088,0.016,1693.4727368023764,3.259887987585433,2.3805428848172743,68.51502719190215,3.1019999631386783,0.04153635847701432,0.9297106199790991,0.3659411073144803
"[[0], [1], [2]]",179.39993547385166,6.753530403688202e-15,5.609773727661197e-15,-1.1437566760270055e-15,0.045,0.975,1.0,3.823442098247085e-06,split,"[4.8622597902931204e-08, 9.548658246328817e-08, 8.92968686712548e-08]",False,0.088,0.016,1922.2968839819014,2.298527019249029,1.6860243244628477,70.84911806151231,2.7003239197640423,0.029422429011281108,0.944248977358467,0.3279149118728295
"[[0], [1], [2]]",178.5847550801578,7.771409020833024e-15,6.4070818504126086e-15,-1.3643271704204159e-15,0.045,1.0,1.0,5.01839224965822e-06,split,"[4.169525082608806e-08, 9.751873134061693e-08, 9.025284367743216e-08]",False,0.088,0.016,2075.515827706974,1.750322686982127,1.3311418108485473,72.50992470809128,2.421221595103015,0.023230717430384063,0.9535116311485222,0.30045948650717397
"[[0], [1], [2]]",177.50718630493174,8.627686475580708e-15,7.037249950180573e-15,-1.5904365254001344e-15,0.045,1.025,1.0,5.564988103763595e-06,split,"[3.561590835653329e-08, 9.947954263888473e-08, 9.11358484803952e-08]",False,0.088,0.016,2191.414316511104,1.4055914990094818,1.1190502216483096,73.8441412364024,2.212393519609546,0.019529869149724308,0.960325144193896,0.27819813378232444
"[[0], [1], [2]]",176.1330447236237,9.35547798695736e-15,7.535850375172352e-15,-1.8196276117850088e-15,0.045,1.05,1.0,5.94819565487328e-06,split,"[3.03095329683784e-08, 1.0136146099834284e-07, 9.194845384199546e-08]",False,0.088,0.016,2278.84410992681,1.170660947004112,0.981929913412076,74.86475955149898,2.0497618845231207,0.017137071101753085,0.9651704654111174,0.26105994233535856
"[[0], [1], [2]]",174.55155382750849,9.981982752629343e-15,7.931592478472019e-15,-2.0503902741573243e-15,0.045,1.075,1.0,6.154580277112636e-06,split,"[2.570017689991049e-08, 1.0316240519353955e-07, 9.269353575713201e-08]",False,0.088,0.016,2346.477385393823,1.0012708532348789,0.8858080896893916,75.6552963465331,1.9193096219794903,0.015459651828025892,0.968706939806094,0.24772538008219755
"[[0], [1], [2]]",172.75243327947584,1.0529212967772594e-14,8.247473090851784e-15,-2.2817398769208107e-15,0.045,1.1,1.0,6.261942878417558e-06,split,"[2.171440932416641e-08, 1.0488435793801686e-07, 9.337552496853353e-08]",False,0.088,0.016,2406.4443663599895,0.8752817002588992,0.8138850194603329,76.3822489146551,1.8120823226671812,0.014204495610807971,0.9717900506482985,0.23541947618117823
"[[0], [1], [2]]",170.79225607641285,1.1013856541587327e-14,8.500965126987238e-15,-2.5128914146000896e-15,0.045,1.125,1.0,6.30997516925055e-06,split,"[1.8282884961294716e-08, 1.0652755711127175e-07, 9.399589889721346e-08]",False,0.088,0.016,2458.4405082578833,0.7796946724936932,0.7589832316179919,77.02291249755181,1.7220866447851362,0.01324636894670011,0.9743744482806375,0.22454168487728837
"[[0], [1], [2]]",-136.85333102951324,8.927919464119061e-15,1.1676766802484999e-14,2.748847338365938e-15,0.045,1.15,1.0,-4.844877703776015e-05,split,"[4.924256920938457e-10, 9.448895145561356e-08, 1.0806021138951762e-07]",False,0.088,0.016,2441.183544370686,1.478851679569822,0.7407618750934907,12.571338435700442,1.6354924170515315,0.012928373519022388,0.21763683232437403,0.9759441922435754
"[[0], [1], [2]]",-169.69007138378424,-1.4254976399744243e-13,-1.3995123841804624e-13,2.598525579396175e-15,0.05,0.55,1.0,-2.5470003504635335e-05,split,"[3.797954280540948e-07, 4.116798723948841e-08, 6.552349771453639e-08]",False,0.088,0.016,2691.896096521242,5.40491753529082,0.8947546874974845,84.39475374158751,-5.729577951308233,0.015615780566708155,0.9950971099777633,0.09766211707307981
"[[0], [1], [2]]",-169.6083247727747,-1.1855217054903402e-13,-1.160745637670455e-13,2.477606781988531e-15,0.05,0.575,1.0,-2.273200223200853e-05,split,"[3.4724257657146423e-07, 4.500262697837957e-08, 6.71032280664925e-08]",False,0.088,0.016,2728.099086073948,5.310878270857401,0.8590746362298164,84.74378912024612,-5.729577951308233,0.014993119139494405,0.9956830724478248,0.09159926647811509
"[[0], [1], [2]]",-169.1459648264493,-9.762717421224001e-14,-9.529091189142494e-14,2.3362623208150694e-15,0.05,0.6,1.0,-2.1138748414997507e-05,split,"[3.1624278305927993e-07, 4.88090526935197e-08, 6.869196419999833e-08]",False,0.088,0.016,2760.1078744008546,5.1958650763399366,0.8256417442271073,85.02487688768335,-5.729577951308233,0.014409668165003517,0.9961290122924228,0.08671419914118278
"[[0], [1], [2]]",-169.09849909443486,-7.954374857266289e-14,-7.736668625605239e-14,2.177062316610493e-15,0.05,0.625,1.0,-1.7777300239078726e-05,split,"[2.8689219325091393e-07, 5.2567879695274596e-08, 7.028829413399756e-08]",False,0.088,0.016,2807.5865103262595,5.0569983991854714,0.7777953762225429,85.46158004236874,-5.729577951308233,0.013574673282485962,0.9967726472714774,0.07912027487746048
"[[0], [1], [2]]",124.74403563571113,-6.405111806518776e-14,-6.20486834457511e-14,2.0024346194366725e-15,0.05,0.65,1.0,2.1260491165115158e-05,split,"[2.59259401181788e-07, 5.625228027335013e-08, 7.188013394108423e-08]",False,0.088,0.016,2823.494708757346,6.5453527741709046,0.18618380303080673,85.95813488374841,5.729577951308233,0.003249514657953664,0.9975075474622203,0.0704849871277155
"[[0], [1], [2]]",103.305007794384,-5.088771352015589e-14,-4.9072333337178174e-14,1.815380182977718e-15,0.05,0.675,1.0,1.6275875421527575e-05,split,"[2.333872075204166e-07, 5.984876869261483e-08, 7.346601457136375e-08]",False,0.088,0.016,2876.3664866901195,6.768341191273809,0.1419637141693071,86.68801948895083,5.729577951308233,0.0024777316954113105,0.9983266937327302,0.057772601000139895
"[[0], [1], [2]]",66.0341244027921,-3.9792748340533813e-14,-3.817395779530606e-14,1.618790545227754e-15,0.05,0.7,1.0,1.1946195069805283e-05,split,"[2.092947231574809e-07, 6.333666237680001e-08, 7.503548058259178e-08]",False,0.088,0.016,2937.8956625950195,7.052215846366498,0.147091805467941,87.60258197712241,5.729577951308233,0.002567233488137808,0.9991214237039545,0.041830491366950724
"[[0], [1], [2]]",31.83469699927137,-3.0512059610817734e-14,-2.90959792459101e-14,1.4160803649076369e-15,0.05,0.725,1.0,5.638501618021531e-06,split,"[1.8698002880993427e-07, 6.670435939986318e-08, 7.658689135781496e-08]",False,0.088,0.016,3016.679102724559,7.425648891422484,0.2371600990143569,88.84506403183592,5.729577951308233,0.004139212762486343,0.9997882809426563,0.020155897584466047
"[[0, 1], [2]]",-171.95961575480155,-2.2805867535462654e-14,-2.1594685858645934e-14,1.211181676816722e-15,0.05,0.75,1.0,-1.2776153465388866e-06,1⊕2,"[1.6642337616953462e-07, 6.993477389828158e-08, 7.811564681304565e-08]",False,0.088,0.016,3028.3348740072843,7.935118232436632,0.43435001891017055,89.49502930540972,5.729577951308233,0.007580765325630362,0.9999324289323166,0.008813033904108324
"[[0, 1], [2]]",-174.13299381040366,-1.645304114889933e-14,-1.544347668720634e-14,1.00956446169299e-15,0.05,0.775,1.0,-1.0448265662224394e-05,1⊕2,"[1.4759177740443092e-07, 7.300884609757748e-08, 7.962321313657685e-08]",False,0.088,0.016,2753.3449380796965,8.668667653135719,0.7881877745368419,87.13739048580568,5.729577951308233,0.013756037913436454,0.9986576601220498,0.049936452622078964
"[[0, 1], [2]]",-177.15973916890306,-1.1256789046543803e-14,-1.0436553338441045e-14,8.20235708102758e-16,0.05,0.8,1.0,-2.3781487237355966e-05,1⊕2,"[1.304473599231912e-07, 7.589284988974117e-08, 8.111695490148495e-08]",False,0.088,0.016,2348.244850773566,9.808529798465356,1.4703596902334577,83.55770686677025,5.729577951308233,0.025659801104436938,0.9933581794392013,0.11216551140397975
"[[0, 1], [2]]",-178.77793657222355,-7.0538505099231815e-15,-6.393010636239067e-15,6.608398736841145e-16,0.05,0.825,1.0,-4.296710665404699e-05,1⊕2,"[1.1497056473766567e-07, 7.851356727454555e-08, 8.261489042453972e-08]",False,0.088,0.016,1766.5912798557085,11.81302846355971,2.8976890451519077,78.24899755460218,5.729577951308233,0.05055265791776149,0.9777901034780735,0.20339848160148205
"[[0, 1, 2]]",-179.53572763626158,-3.748394065198291e-15,-3.1788552415616005e-15,5.695388236366902e-16,0.05,0.85,1.0,-7.08851068668699e-05,3D,"[1.0127216429023272e-07, 8.067005141209219e-08, 8.412607216830159e-08]",True,0.088,0.016,1041.7320886717018,16.42252572425814,6.345952062163139,71.88890223218169,5.729577951308233,0.11053144709334056,0.9446317427153722,0.30895577330415896
"[[0, 1, 2]]",-179.83637588572304,-1.63814704026023e-15,-9.60591721859715e-16,6.775553184005151e-16,0.05,0.875,1.0,-6.320976169196267e-05,3D,"[9.075322126178515e-08, 8.122807475947157e-08, 8.529686657510238e-08]",True,0.088,0.016,1508.5947888790781,37.04522334297529,15.866687802811953,79.32897647640678,5.729577951308233,0.2734000087884796,0.945265870214081,0.17811476581933294
"[[0, 1, 2]]",-179.84786993134165,2.4065448770968662e-15,1.776829399933395e-15,-6.297154771634711e-16,0.05,0.9,1.0,-2.912331331864982e-05,3D,"[7.462531871258552e-08, 8.930556012954531e-08, 8.57074535433667e-08]",True,0.088,0.016,974.4565397949856,12.042982358039094,9.045424340836693,67.74079858262452,5.729577951308233,0.15721745936718098,0.913970425331551,0.37408653021646315
"[[0, 1], [2]]",-179.8307616221171,4.046889389833601e-15,3.266626349731294e-15,-7.802630401023066e-16,0.05,0.925,1.0,-6.564022967181938e-06,1⊕2,"[6.522415080756274e-08, 9.111025868913604e-08, 8.67226394795441e-08]",False,0.088,0.016,1407.4268875059424,5.261846163760467,3.893852986094991,66.97235235233448,4.015701036395315,0.0679082530858184,0.9181917165373493,0.39027226502152107
"[[0], [1], [2]]",179.93934247948172,5.495845020930254e-15,4.520123554615623e-15,-9.75721466314631e-16,0.05,0.95,1.0,8.101726059203032e-07,split,"[5.646101427348309e-08, 9.318632492871856e-08, 8.779504363804419e-08]",False,0.088,0.016,1732.2496793532819,3.2502203749451564,2.343119583788162,69.25590964398694,3.212190293866449,0.040883753524869094,0.9343898593526351,0.3538984450893798
"[[0], [1], [2]]",179.43389122391423,6.7123344977941066e-15,5.523018909383812e-15,-1.1893155884102948e-15,0.05,0.975,1.0,3.50867686880516e-06,split,"[4.8623285935914185e-08, 9.527097371707595e-08, 8.88101505718208e-08]",False,0.088,0.016,1944.5289181281578,2.2913308776544405,1.6749501873765573,71.24960445646155,2.76770128230048,0.029229231986371337,0.9465233209853791,0.32130865974681766
"[[0], [1], [2]]",178.61922152488836,7.729384139971998e-15,6.317142491886133e-15,-1.4122416480858645e-15,0.05,1.0,1.0,4.767223764289303e-06,split,"[4.169682692262343e-08, 9.730369733667479e-08, 8.9753929536825e-08]",False,0.088,0.016,2098.3568683146946,1.7504433892009357,1.3223951893658388,72.90844395475905,2.4671060341546895,0.023078101014556134,0.955581766037735,0.2938211865570043
"[[0], [1], [2]]",177.56110515594025,8.584873625207728e-15,6.9445933523564424e-15,-1.6402802728512855e-15,0.05,1.025,1.0,5.3617716618297845e-06,split,"[3.561789842466319e-08, 9.926483926042168e-08, 9.062686158389281e-08]",False,0.088,0.016,2204.759659113074,1.4052258798589587,1.1162277513560148,74.06979541890146,2.246485154730952,0.019480617121841313,0.9614142753780293,0.2744140970429384
"[[0], [1], [2]]",176.24619619432056,9.311790288707393e-15,7.440710373022021e-15,-1.8710799156853715e-15,0.05,1.05,1.0,5.71577639782697e-06,split,"[3.031170341084424e-08, 1.0114637735665266e-07, 9.143035456941534e-08]",False,0.088,0.016,2287.8110875031434,1.1711939308884,0.9801877666024419,75.01242935900605,2.076787644624718,0.017106669361116492,0.9658405980931032,0.2585716553269642
